User Group,Scenario (Stimulus),Query,Query Scope,Query Purpose,Response Format,Information Feature 1,Information Feature 2,Information Feature 3
Designer,5 GUIs from an App,How can I change the languange?,App-level,Educate,Textual,Localisation,,
Designer,5 GUIs from an App,How can I make it faster?,App-level,Educate,Textual,Sensor,,
Developer,5 GUIs from an App,How to contact app store,App-level,Educate,Textual,Metadata,,
Developer,5 GUIs from an App,How do users navigate between pages?,App-level,Educate,Textual,Page,,
Developer,5 GUIs from an App,How do users login?,App-level,Educate,Textual,Functionality,,
Designer,5 GUIs from an App,Is it worth to add notifications?,App-level,Suggest,Binary,Functionality,,
Designer,5 GUIs from an App,Black is not to dark for this app?,App-level,Suggest,Binary,Design,,
End-user,5 GUIs from an App,Can I contact de support team directly in case of need?,App-level,Suggest,Binary,Metadata,,
Developer,5 GUIs from an App,What are some ways I can display a map in a app?,App-level,Suggest,Textual,Element,,
Developer,5 GUIs from an App,What do you think is missing in my app?,App-level,Suggest,Textual,Functionality,,
Developer,5 GUIs from an App,How do you think I can improve my app?,App-level,Suggest,Textual,Functionality,,
End-user,5 GUIs from an App,Show all applications,Dataset-level,Execute,Image,,,
Designer,5 GUIs from an App,Show me map functionality,Dataset-level,Execute,Image,Functionality,,
Designer,5 GUIs from an App,show me backgrounds,Dataset-level,Execute,Image,Design,,
Designer,5 GUIs from an App,show me avaible fonts,Dataset-level,Execute,Image,Design,,
Designer,5 GUIs from an App,Show me the notification UI design,Dataset-level,Execute,Image,Design,,
Designer,5 GUIs from an App,Loading design example,Dataset-level,Execute,Image,Page,Design,Element
Designer,5 GUIs from an App,Button idea,Dataset-level,Execute,Image,Element,Design,
Designer,5 GUIs from an App,user friendly interface layout,Dataset-level,Execute,Image,Page,Design,
Designer,5 GUIs from an App,different displays for different uses of the app,Dataset-level,Execute,Image,Design,,
Designer,5 GUIs from an App,component buttons,Dataset-level,Execute,Image,Element,,
"Developer,5 GUIs from an App,""I'm want an app with login, account page"",Dataset-level,Execute,Image,Page,,"
Developer,5 GUIs from an App,I want to create online shop page,Dataset-level,Execute,Image,Page,,
Developer,5 GUIs from an App,show UIs with videa,Dataset-level,Execute,Image,Element,,
Developer,5 GUIs from an App,show screens with privacy policy,Dataset-level,Execute,Image,Element,,
Developer,5 GUIs from an App,show apps with list view,Dataset-level,Execute,Image,Page,Design,
Developer,5 GUIs from an App,Show me surveys app designs,Dataset-level,Execute,Image,Page,Design,
Developer,5 GUIs from an App,Look for free image banks and icons.,Dataset-level,Execute,Image,Element,Design,
Developer,5 GUIs from an App,Search for images to display during file download,Dataset-level,Execute,Image,Element,,
Developer,5 GUIs from an App,Show me buttons for listing pagination,Dataset-level,Execute,Image,Element,Design,
Developer,5 GUIs from an App,Show me examples of image galleries,Dataset-level,Execute,Image,Page,,
Developer,5 GUIs from an App,Show me a UI written in Spanish,Dataset-level,Execute,Image,Page,Localisation,
Developer,5 GUIs from an App,Show me a UI requiring access to desktop notifications,Dataset-level,Execute,Image,Page,,
Developer,5 GUIs from an App,Show me a UI requiring the user to input answers to questions,Dataset-level,Execute,Image,Page,,
Developer,5 GUIs from an App,Show me the UI of a loading screen,Dataset-level,Execute,Image,Page,,
Developer,5 GUIs from an App,Show me a UI highlighting the part with user input,Dataset-level,Execute,Image,Element,,
Developer,5 GUIs from an App,Pages where the search bar is used?,Dataset-level,Execute,Image,Page,Element,
Developer,5 GUIs from an App,Show UI for login page,Dataset-level,Execute,Image,Page,,
Developer,5 GUIs from an App,Show UI of navigation menu,Dataset-level,Execute,Image,Page,Element,
Developer,5 GUIs from an App,Show UI of user control panel,Dataset-level,Execute,Image,Page,,
Developer,5 GUIs from an App,Show UI used for geolocation,Dataset-level,Execute,Image,Page,,
Developer,5 GUIs from an App,Show similar apps' UI,Dataset-level,Execute,Image,Page,Design,
Developer,5 GUIs from an App,Tell me in which UIs the search bar is present,Dataset-level,Execute,Image,Element,,
Developer,5 GUIs from an App,Download the icons from an app.,Dataset-level,Execute,Image,Element,Design,
Designer,5 GUIs from an App,SHow me user onboarding journeys,Dataset-level,Execute,Image,Functionality,,
Designer,5 GUIs from an App,Show me search journeys,Dataset-level,Execute,Image,Functionality,,
Designer,5 GUIs from an App,Show me log in journeys,Dataset-level,Execute,Image,Functionality,,
Designer,5 GUIs from an App,Show me accounts,Dataset-level,Execute,Image,Functionality,,
Designer,5 GUIs from an App,user ui,Dataset-level,Execute,Image,Functionality,,
Designer,5 GUIs from an App,show me login options,Dataset-level,Execute,Image,Functionality,,
Designer,5 GUIs from an App,show me links,Dataset-level,Execute,Image,Design,,
Designer,5 GUIs from an App,Show me a particular feature,Dataset-level,Execute,Image,Functionality,,
End-user,5 GUIs from an App,Can you switch between applications,Dataset-level,Inform,Binary,Page,,
End-user,5 GUIs from an App,can I compare the different available app,Dataset-level,Inform,Binary,Functionality,,
Developer,5 GUIs from an App,Can you find UIs with specific layout?,Dataset-level,Inform,Image,Page,Design,
Developer,5 GUIs from an App,How many UIs have some feature?,Dataset-level,Inform,Numeric,Functionality,,
Developer,5 GUIs from an App,How popular are UIs with specific feature?,Dataset-level,Inform,Numeric,Functionality,Metadata,
Developer,5 GUIs from an App,How popular are UIs with specific layout?,Dataset-level,Inform,Numeric,Page,Metadata,
Developer,5 GUIs from an App,How many features some UI has?,Dataset-level,Inform,Numeric,Functionality,,
"End-user,5 GUIs from an App,""Search on this site formula: """"Rouge tv"""" and select a phrase!"",Dataset-level,Filter,Image,Element,,"
Designer,5 GUIs from an App,Show similiar UI designs,Dataset-level,Filter,Image,Design,,
Designer,5 GUIs from an App,Show me UI's with tiles with pictures,Dataset-level,Filter,Image,Element,,
Designer,5 GUIs from an App,Show me UI's of app with payment / subscription page,Dataset-level,Filter,Image,Page,,
Designer,5 GUIs from an App,Show me UI's that contains navigation buttons,Dataset-level,Filter,Image,Element,,
Designer,5 GUIs from an App,Show me UI's of mobile network with simple design,Dataset-level,Filter,Image,Design,,
Designer,5 GUIs from an App,Show me UI's of shopping apps,Dataset-level,Filter,Image,Page,,
End-user,5 GUIs from an App,Can you show me all the pages on this app?,Dataset-level,Filter,Image,Page,,
Developer,5 GUIs from an App,Show me examples of non intrusive ads,Dataset-level,Filter,Image,Element,,
Developer,5 GUIs from an App,I want to see the UIs with a stream embedded inside,Dataset-level,Filter,Image,Element,,
Developer,5 GUIs from an App,I want to see the UIs with map options,Dataset-level,Filter,Image,Element,,
Developer,5 GUIs from an App,Show me the UIs with integrated to daily weather situation widgets,Dataset-level,Filter,Image,Element,,
Developer,5 GUIs from an App,Show me the UIs with tree listed that i can modify,Dataset-level,Filter,Image,Element,,
Developer,5 GUIs from an App,Show me UIs with the help pages,Dataset-level,Filter,Image,Page,,
Developer,5 GUIs from an App,Show me UIs with a feedback system,Dataset-level,Filter,Image,Page,,
Developer,5 GUIs from an App,Show me UIs with drop-down menu,Dataset-level,Filter,Image,Element,,
Developer,5 GUIs from an App,Show me UIs with a search bar,Dataset-level,Filter,Image,Element,,
Developer,5 GUIs from an App,Show me similar themed apps.,Dataset-level,Filter,Image,Page,,
Developer,5 GUIs from an App,Show me apps that have web view.,Dataset-level,Filter,Image,Element,,
Developer,5 GUIs from an App,how many components in the same style do we have,Dataset-level,Filter,Numeric,Element,,
Developer,5 GUIs from an App,map UI with searchbar,Dataset-level,Filter,Image,Element,,
Developer,5 GUIs from an App,show widget menu in the middle of the screen,Dataset-level,Filter,Image,Element,,
Developer,5 GUIs from an App,sidebar selection from hamburger menu,Dataset-level,Filter,Image,Element,,
Developer,5 GUIs from an App,video streaming interface,Dataset-level,Filter,Image,Page,,
Developer,5 GUIs from an App,shopping basket with total price preview,Dataset-level,Filter,Image,Element,,
Developer,5 GUIs from an App,Show me the splash screen?,Dataset-level,Filter,Image,Page,,
Developer,5 GUIs from an App,Can you show me the Text input elements existing on user account page?,Dataset-level,Filter,Image,Element,,
Developer,5 GUIs from an App,Can you show me the progress screen?,Dataset-level,Filter,Image,Page,,
Developer,5 GUIs from an App,Can you show me the Theme colors of the application?,Dataset-level,Filter,Image,Design,,
Developer,5 GUIs from an App,Show UIs with certain feature,Dataset-level,Filter,Image,Element,Functionality,
Developer,5 GUIs from an App,Show UIs with certain purpose,Dataset-level,Filter,Image,Metadata,,
Developer,5 GUIs from an App,Sort UIs by average rating,Dataset-level,Filter,Image,Element,Metadata,
Developer,5 GUIs from an App,Show me similar designs for the main view.,Dataset-level,Filter,Image,Page,,
Developer,5 GUIs from an App,Show UI's with X purpose,Dataset-level,Filter,Image,Metadata,,
Developer,5 GUIs from an App,Show UI's with X purpose which includes Y feature,Dataset-level,Filter,Image,Functionality,Metadata,
Designer,5 GUIs from an App,Show examples of similar app UI's,Dataset-level,Filter,Image,Page,,
End-user,5 GUIs from an App,How do I search by category?,Dataset-level,Educate,Textual,Page,Metadata,
Designer,5 GUIs from an App,Can you show me my previous shopping basket designs?,Dataset-level,Suggest,Image,Design,Element,
Designer,5 GUIs from an App,Can you find a template i previously used for login menu?,Dataset-level,Suggest,Image,Design,Page,
Designer,5 GUIs from an App,Which type of menu would be most convenient to use on a touchscreen phone?,Dataset-level,Suggest,Image,Element,Design,
Designer,5 GUIs from an App,what the layout of the displayed proposals should be,Dataset-level,Suggest,Image,Page,,
Designer,5 GUIs from an App,can you go to the menu and tap to my account?,UI-level,Execute,Binary,Settings,,
Designer,5 GUIs from an App,can you put the timer up to 10 min?,UI-level,Execute,Binary,Settings,,
Designer,5 GUIs from an App,can you go to the settings of the app?,UI-level,Execute,Binary,Settings,,
Designer,5 GUIs from an App,What is the main color theme.,UI-level,Execute,Image,Design,,
Designer,5 GUIs from an App,Show me the state of clicked buttons,UI-level,Execute,Image,Element,,
Designer,5 GUIs from an App,colour palettes,UI-level,Execute,Image,Design,,
Developer,5 GUIs from an App,Copy selected UI (as an image),UI-level,Execute,Image,Page,,
End-user,5 GUIs from an App,What filters are available,UI-level,Execute,Textual,Functionality,Design,
End-user,5 GUIs from an App,Show me the Comments or Suggestions feature on the app.,UI-level,Execute,Textual,Metadata,Functionality,
End-user,5 GUIs from an App,Explain all the buttons on the right,UI-level,Inform,Textual,Element,,
Developer,5 GUIs from an App,Describe the UI,UI-level,Inform,Textual,Page,,
Developer,5 GUIs from an App,Read out all the text in the UI,UI-level,Execute,Textual,Page,,
End-user,5 GUIs from an App,Can I switch the view  the list of channels to e.g.  Cards/Small cards/Swipe,UI-level,Inform,Binary,Page,Design,
End-user,5 GUIs from an App,Can you access the menu,UI-level,Inform,Binary,Element,,
End-user,5 GUIs from an App,Can you go one back or will this close the app,UI-level,Inform,Binary,Page,,
End-user,5 GUIs from an App,does it have comment box,UI-level,Inform,Binary,Element,,
Designer,5 GUIs from an App,Can I turn on the subtitles?,UI-level,Inform,Binary,Accessibility,,
Designer,5 GUIs from an App,Do people care about the look at this app?,UI-level,Inform,Binary,Design,,
End-user,5 GUIs from an App,Does it have a darkmode?,UI-level,Inform,Binary,Design,,
End-user,5 GUIs from an App,Does this app  use the camera?,UI-level,Inform,Binary,Sensor,,
End-user,5 GUIs from an App,Does this app show any video?,UI-level,Inform,Binary,Element,,
End-user,5 GUIs from an App,Does this app have a main menu?,UI-level,Inform,Binary,Element,,
End-user,5 GUIs from an App,Can you enlarge the screen?,UI-level,Inform,Binary,Page,Accessibility,
End-user,5 GUIs from an App,Can searches be saved?,UI-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,Does the app have a navigation menu?,UI-level,Inform,Binary,Element,,
End-user,5 GUIs from an App,Does it have a search bar?,UI-level,Inform,Binary,Element,,
End-user,5 GUIs from an App,Are the icons simple and bright?,UI-level,Inform,Binary,Design,,
End-user,5 GUIs from an App,Can i make lists?,UI-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,The text in the application is clear?,UI-level,Inform,Binary,Accessibility,,
End-user,5 GUIs from an App,can you search specific terms?,UI-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,can you drag and drop things?,UI-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,does this app have a top menu?,UI-level,Inform,Binary,Element,,
End-user,5 GUIs from an App,are the buttons clearly visible?,UI-level,Inform,Binary,Design,,
"End-user,5 GUIs from an App,""Does the app have a """"favorites"""" list?"",UI-level,Inform,Binary,Element,,"
End-user,5 GUIs from an App,Dies the app have a built-in online store?,UI-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,Can you filter recipes by ingredient?,UI-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,Does it have a FAQ tab?,UI-level,Inform,Binary,Page,,
End-user,5 GUIs from an App,Does it have a button to select a different language?,UI-level,Inform,Binary,Localisation,Element,
End-user,5 GUIs from an App,Does it have a map?,UI-level,Inform,Binary,Element,,
End-user,5 GUIs from an App,Can I access my account using this UI?,UI-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,Can I go back to the menu?,UI-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,Can I bookmark recipes,UI-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,Does the app collect some more information about me?,UI-level,Inform,Binary,Privacy,,
End-user,5 GUIs from an App,Can I change the theme of the application?,UI-level,Inform,Binary,Design,,
End-user,5 GUIs from an App,Can the text be read to the user?,UI-level,Inform,Binary,Functionality,Accessibility,
End-user,5 GUIs from an App,Does it have language options?,UI-level,Inform,Binary,Localisation,,
End-user,5 GUIs from an App,Does it have a notification setting?,UI-level,Inform,Binary,Settings,Metadata,
End-user,5 GUIs from an App,How do you toggle between sections,UI-level,Inform,Binary,Functionality,Element,
End-user,5 GUIs from an App,Does this app have a search fuctionality?,UI-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,Can I save the page?,UI-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,Can I change the colors?,UI-level,Inform,Binary,Design,,
End-user,5 GUIs from an App,Can I customize the list?,UI-level,Inform,Binary,Design,,
End-user,5 GUIs from an App,Quick search?,UI-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,Does this app search bar for directions?,UI-level,Inform,Binary,Element,Functionality,
End-user,5 GUIs from an App,Does this app have an option to report a bug?,UI-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,Does app have a share option?,UI-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,Does app have a help feature?,UI-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,Does this app have a search bar?,UI-level,Inform,Binary,Element,,
End-user,5 GUIs from an App,can i skip agreement acceptance?,UI-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,can i change sorting?,UI-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,does this app has home button?,UI-level,Inform,Binary,Element,,
End-user,5 GUIs from an App,can i change app color?,UI-level,Inform,Binary,Design,,
End-user,5 GUIs from an App,Does the app provide a meteorological map of my area?,UI-level,Inform,Binary,Element,,
Developer,5 GUIs from an App,Does it have a search bar?,UI-level,Inform,Binary,Element,,
Developer,5 GUIs from an App,Does it have a navigation bar?,UI-level,Inform,Binary,Element,,
Developer,5 GUIs from an App,Does it have a save feature?,UI-level,Inform,Binary,Functionality,,
Developer,5 GUIs from an App,Can we get ads,UI-level,Inform,Binary,Element,,
End-user,5 GUIs from an App,Have you thought about changing the colour scheme?,UI-level,Inform,Binary,Design,,
End-user,5 GUIs from an App,Why isn't there a help button?,UI-level,Inform,Textual,Element,,
End-user,5 GUIs from an App,Does all the links work to your relevant pages?,UI-level,Inform,Binary,Element,,
End-user,5 GUIs from an App,Is there a search bar?,UI-level,Inform,Binary,Element,,
End-user,5 GUIs from an App,Are there any shortcuts to switch pages?,UI-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,Can i save or favourite a page?,UI-level,Inform,Binary,Element,,
End-user,5 GUIs from an App,Can I share my location and temperature in this app?,UI-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,Can I add more than one location?,UI-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,Does this screen has a feedback button?,UI-level,Inform,Binary,Element,,
End-user,5 GUIs from an App,Can I move the UI to another corner?,UI-level,Inform,Binary,Design,,
End-user,5 GUIs from an App,where do i logon,UI-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,can player work in horizontal?,UI-level,Inform,Binary,Design,,
End-user,5 GUIs from an App,do i need to scroll down to accept terms and conditions?,UI-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,can we change interface to be more modern?,UI-level,Inform,Binary,Design,,
End-user,5 GUIs from an App,Does this app have a share button?,UI-level,Inform,Binary,Element,,
End-user,5 GUIs from an App,Does this app have a reminder button?,UI-level,Inform,Binary,Element,,
End-user,5 GUIs from an App,Does this app have “favorite” option,UI-level,Inform,Binary,Element,,
End-user,5 GUIs from an App,Can i see my credit balance?,UI-level,Inform,Binary,Element,,
End-user,5 GUIs from an App,Can i buy any items from any store or brand?,UI-level,Inform,Binary,Functionality,,
End-user,5 GUIs from an App,Does it have a map of  nearbys the physical store?,UI-level,Inform,Binary,Element,,
End-user,5 GUIs from an App,How many languages can i set this app?,UI-level,Inform,Binary,Localisation,,
End-user,5 GUIs from an App,Does the app have a 'share' button?,UI-level,Inform,Binary,Functionality,,
Developer,5 GUIs from an App,Is there a search bar?,UI-level,Inform,Binary,Element,,
Developer,5 GUIs from an App,are there other types of navigation,UI-level,Inform,Binary,Page,,
Developer,5 GUIs from an App,Does the Favourite Screen have a search bar?,UI-level,Inform,Binary,Element,,
Developer,5 GUIs from an App,Is this the login view?,UI-level,Inform,Binary,Page,,
Developer,5 GUIs from an App,Is the pink color the main color of the app?,UI-level,Inform,Binary,Design,,
Developer,5 GUIs from an App,Does it need a user to navigate into the app?,UI-level,Inform,Binary,Functionality,,
Developer,5 GUIs from an App,could the search bar be visible on all pages of the app?,UI-level,Inform,Binary,Element,,
Developer,5 GUIs from an App,Does the UI have a dark/light mode?,UI-level,Inform,Binary,Design,,
End-user,5 GUIs from an App,Is there a contrast version available?,UI-level,Inform,Image,Accessibility,Design,
End-user,5 GUIs from an App,can i change background color,UI-level,Inform,Image,Design,,
"Designer,5 GUIs from an App,""""""Do people use more dark or light mode app?"""""",UI-level,Inform,Image,Design,,"
End-user,5 GUIs from an App,does the screen have a search bar?,UI-level,Inform,Image,Element,,
End-user,5 GUIs from an App,does the screen have a sorting option?,UI-level,Inform,Image,Element,,
End-user,5 GUIs from an App,does the screen have a statistics option?,UI-level,Inform,Image,Element,,
End-user,5 GUIs from an App,Is there a search function?,UI-level,Inform,Image,Element,,
End-user,5 GUIs from an App,Which is the main clour used in the app?,UI-level,Inform,Image,Element,,
End-user,5 GUIs from an App,Where is the privacy?,UI-level,Inform,Image,Page,Privacy,
End-user,5 GUIs from an App,Where I login?,UI-level,Inform,Image,Page,,
Developer,5 GUIs from an App,Give me the color palette for the UI,UI-level,Inform,Image,Design,,
Developer,5 GUIs from an App,Show me the user navigation path between UI elements,UI-level,Inform,Image,Element,,
"Designer,5 GUIs from an App,""""""Which one are the top five most used?"""""",UI-level,Inform,Numeric,Element,,"
"Designer,5 GUIs from an App,""""""How many modules do we see per page on average?"""""",UI-level,Inform,Numeric,Element,,"
End-user,5 GUIs from an App,How many items can i put in the basket?,UI-level,Inform,Numeric,Element,,
End-user,5 GUIs from an App,Show me value of my shopping basket,UI-level,Inform,Numeric,Functionality,,
End-user,5 GUIs from an App,does it have different menu animation,UI-level,Inform,Textual,Page,,
Designer,5 GUIs from an App,Where I can change the resolution of the videos?,UI-level,Inform,Textual,Settings,Page,
Designer,5 GUIs from an App,Are there any specific commands needed?,UI-level,Inform,Textual,Usage,,
Designer,5 GUIs from an App,What can I do with this app?,UI-level,Inform,Textual,Metadata,,
Designer,5 GUIs from an App,Why is it no search bar in this app?,UI-level,Inform,Textual,Element,,
End-user,5 GUIs from an App,Whats the purpose of the application?,UI-level,Inform,Textual,Metadata,,
End-user,5 GUIs from an App,Show me how to change the preferences,UI-level,Inform,Textual,Functionality,,
End-user,5 GUIs from an App,Show me how I can change the language,UI-level,Inform,Textual,Localisation,,
Developer,5 GUIs from an App,what's the navigation map?,UI-level,Inform,Textual,Element,,
End-user,5 GUIs from an App,why does the interface seem dated?,UI-level,Inform,Textual,Design,,
End-user,5 GUIs from an App,Why does it look dark and uninviting?,UI-level,Inform,Textual,Design,,
"Developer,5 GUIs from an App,""To what UI does the """"My Account"""" button bring me to?"",UI-level,Inform,Textual,Element,,"
Developer,5 GUIs from an App,What is the component used for the store shelf UI?,UI-level,Inform,Textual,Element,,
"Developer,5 GUIs from an App,""What shows up when I press the button with an """"+""""?"",UI-level,Inform,Textual,Element,,"
Developer,5 GUIs from an App,To what page do I go if I press the back button?,UI-level,Inform,Textual,Element,,
End-user,5 GUIs from an App,Is there a profile button always available?,UI-level,Filter,Binary,Element,,
End-user,5 GUIs from an App,Is there a login bar?,UI-level,Filter,Image,Element,,
End-user,5 GUIs from an App,Has this app got a simple layout?,UI-level,Filter,Image,Design,,
Designer,5 GUIs from an App,Search about most used color palettes.,UI-level,Filter,Image,Design,,
"Designer,5 GUIs from an App,""""""How many different type of navigation on mobile do you find?"""""",UI-level,Filter,Image,Element,,"
"Designer,5 GUIs from an App,""""""What are the most commonsly used icons for navigation?"""""",UI-level,Filter,Image,Element,,"
End-user,5 GUIs from an App,Is there the option to customize the coloring of the pages for those who prefer dark mode,UI-level,Filter,Image,Design,,
End-user,5 GUIs from an App,Does this app have a gallery,UI-level,Filter,Image,Page,,
Developer,5 GUIs from an App,Can you find different UI layouts for a navigation menu?,UI-level,Filter,Image,Element,,
Designer,5 GUIs from an App,Where will show the travel time?,UI-level,Find,Image,Element,,
End-user,5 GUIs from an App,Where is the shopping basket icon?,UI-level,Find,Image,Element,,
End-user,5 GUIs from an App,Does it have a shopping basket?,UI-level,Find,Image,Element,,
End-user,5 GUIs from an App,Where can i see the menu bar?,UI-level,Find,Image,Element,,
End-user,5 GUIs from an App,does this app have a search bar?,UI-level,Find,Image,Element,,
End-user,5 GUIs from an App,Where is the search bar,UI-level,Find,Image,Element,,
End-user,5 GUIs from an App,where the menu is?,UI-level,Find,Image,Element,,
End-user,5 GUIs from an App,where are the profile options,UI-level,Find,Image,Element,,
End-user,5 GUIs from an App,where is setting button?,UI-level,Find,Image,Element,,
Developer,5 GUIs from an App,where is the banner visible?,UI-level,Find,Image,Element,,
End-user,5 GUIs from an App,What is the cost of my shopping list?,UI-level,Find,Numeric,Usage,,
End-user,5 GUIs from an App,What's the most popular product?,UI-level,Find,Numeric,Page,,
End-user,5 GUIs from an App,How many buttons are there?,UI-level,Find,Numeric,Element,,
End-user,5 GUIs from an App,What is in my shopping basket?,UI-level,Find,Textual,Usage,,
Designer,5 GUIs from an App,How to create application transparency?,UI-level,Educate,Image,Design,,
Designer,5 GUIs from an App,How to create hierarchy between different elements/information?,UI-level,Educate,Textual,Design,,
Designer,5 GUIs from an App,How can I save the navigation?,UI-level,Educate,Textual,Element,,
Designer,5 GUIs from an App,How can I make a profile?,UI-level,Educate,Textual,Settings,,
End-user,5 GUIs from an App,How do I play videos in that app?,UI-level,Educate,Textual,Functionality,,
End-user,5 GUIs from an App,How do I share links in that app?,UI-level,Educate,Textual,Functionality,,
End-user,5 GUIs from an App,How do I play videos or view pictures?,UI-level,Educate,Textual,Functionality,,
End-user,5 GUIs from an App,how do I navigate,UI-level,Educate,Textual,Functionality,,
Developer,5 GUIs from an App,How should I display a question for users?,UI-level,Educate,Textual,Design,,
Designer,5 GUIs from an App,Is Is it worth changing the font of the text to a more interesting one?,UI-level,Suggest,Binary,Design,,
Designer,5 GUIs from an App,Should the loading screen be animated?,UI-level,Suggest,Binary,Page,,
Designer,5 GUIs from an App,Will the design be difficult to load?,UI-level,Suggest,Binary,Design,,
Designer,5 GUIs from an App,Will there be optional sounds accompanying the UI?,UI-level,Suggest,Binary,Accessibility,,
Designer,5 GUIs from an App,should login be the most visible?,UI-level,Suggest,Binary,Element,,
Designer,5 GUIs from an App,What color should dominate?,UI-level,Suggest,Image,Design,,
Designer,5 GUIs from an App,What shapes should dominate?,UI-level,Suggest,Image,Design,,
Designer,5 GUIs from an App,Does agent suggest any font?,UI-level,Suggest,Image,Design,,
Designer,5 GUIs from an App,Why dont we add more photos?,UI-level,Suggest,Image,Element,,
Developer,5 GUIs from an App,Where in the UI should I embed ads for a mobile app?,UI-level,Suggest,Image,Element,,
Developer,5 GUIs from an App,What is the optimal layout for a shopping page?,UI-level,Suggest,Image,Page,,
Designer,5 GUIs from an App,what the color theme should be,UI-level,Suggest,Image,Design,,
Designer,5 GUIs from an App,how big are the photos supposed to be,UI-level,Suggest,Numeric,Element,,
Designer,5 GUIs from an App,How can I watch my favourite tv news?,UI-level,Suggest,Textual,Functionality,,
Designer,5 GUIs from an App,What features UI should have (f.e. animations etc.)?,UI-level,Suggest,Textual,Functionality,,
Designer,25 GUIs from Dataset,Share location ?,App-level,Inform,Binary,Sensor,,
Designer,25 GUIs from Dataset,Share microphone ?,App-level,Inform,Binary,Sensor,,
End-user,25 GUIs from Dataset,How do I view my profile?,App-level,Educate,Textual,Page,,
End-user,25 GUIs from Dataset,Show me all apps with a search bar!,Dataset-level,Filter,Image,Element,,
End-user,25 GUIs from Dataset,show me all apps using my location!,Dataset-level,Filter,Image,Sensor,Privacy,
End-user,25 GUIs from Dataset,Which application using my microphone (or is able to do this via permission),Dataset-level,Filter,Textual,Sensor,Privacy,
End-user,25 GUIs from Dataset,Show me all apps with a video player.,Dataset-level,Filter,Image,Functionality,,
End-user,25 GUIs from Dataset,Show me recent apps only used in dual screen mode and restore it. e.g. maps on top and under the maps browser app. Two apps at the same time (milti-tasking),Dataset-level,Filter,Image,Page,,
End-user,25 GUIs from Dataset,Can other users access my screenshots?,App-level,Inform,Binary,Privacy,,
End-user,25 GUIs from Dataset,Should I be concerned about the way my screenshots are being stored?,App-level,Inform,Binary,Privacy,Metadata,
End-user,25 GUIs from Dataset,How much storage do screenshots require?,App-level,Inform,Numeric,Metadata,,
End-user,25 GUIs from Dataset,How can I ensure my screenshots are not diminishing the efficiency of my phone?,App-level,Educate,Textual,Metadata,,
End-user,25 GUIs from Dataset,Can I turn off notifications?,App-level,Inform,Binary,Functionality,,
End-user,25 GUIs from Dataset,Can I save my personal preferences?,App-level,Inform,Binary,Functionality,,
End-user,25 GUIs from Dataset,Do I need to log in to access the features?,App-level,Inform,Binary,Functionality,,
End-user,25 GUIs from Dataset,Which of my apps do I use less?,Dataset-level,Filter,Textual,Usage,,
End-user,25 GUIs from Dataset,Which of my apps are worse-reviewed?,Dataset-level,Filter,Textual,Metadata,,
End-user,25 GUIs from Dataset,Do any of my apps have a fee?,Dataset-level,Inform,Binary,Metadata,,
End-user,25 GUIs from Dataset,Are there any alternatives for my apps better-reviewed?,Dataset-level,Filter,Textual,Metadata,,
End-user,25 GUIs from Dataset,Which of my apps is less energy-effective?,Dataset-level,Filter,Textual,Metadata,Sensor,
End-user,25 GUIs from Dataset,Show me the best fitness apps,Dataset-level,Filter,Image,Metadata,,
End-user,25 GUIs from Dataset,Which ones are the best music apps?,Dataset-level,Filter,Textual,Metadata,,
End-user,25 GUIs from Dataset,Show me how to get to a destination,App-level,Educate,Image,Functionality,,
End-user,25 GUIs from Dataset,Which app is the best to watch videos?,Dataset-level,Filter,Textual,Metadata,,
End-user,25 GUIs from Dataset,Show me all apps with a menu icon,Dataset-level,Filter,Image,Element,,
End-user,25 GUIs from Dataset,Show me all dark mode apps,Dataset-level,Filter,Image,Design,,
End-user,25 GUIs from Dataset,Do I need to login?,App-level,Inform,Binary,Privacy,,
End-user,25 GUIs from Dataset,Can I change the interface?,UI-level,Inform,Binary,Page,,
End-user,25 GUIs from Dataset,Does it has example images?,App-level,Inform,Binary,Design,,
